agency_cd	site_no	datetime	148703_00060_00003	148703_00060_00003_cd
5s	15s	20d	14n	10s
USGS	12091500	1938-12-19	95.0	A
USGS	12091500	1938-12-20	93.0	A
USGS	12091500	1938-12-21	90.0	A
USGS	12091500	1938-12-22	88.0	A
USGS	12091500	1938-12-23	86.0	A
USGS	12091500	1938-12-24	86.0	A
USGS	12091500	1938-12-25	85.0	A
USGS	12091500	1938-12-26	82.0	A
USGS	12091500	1938-12-27	86.0	A
USGS	12091500	1938-12-28	86.0	A
USGS	12091500	1938-12-29	78.0	A
USGS	12091500	1938-12-30	78.0	A
USGS	12091500	1938-12-31	78.0	A
USGS	12091500	1939-01-01	90.0	A
USGS	12091500	1939-01-02	92.0	A
USGS	12091500	1939-01-03	97.0	A
USGS	12091500	1939-01-04	92.0	A
USGS	12091500	1939-01-05	90.0	A
USGS	12091500	1939-01-06	86.0	A
USGS	12091500	1939-01-07	90.0	A
USGS	12091500	1939-01-08	93.0	A
USGS	12091500	1939-01-09	93.0	A
USGS	12091500	1939-01-10	97.0	A
USGS	12091500	1939-01-11	98.0	A
USGS	12091500	1939-01-12	98.0	A
USGS	12091500	1939-01-13	100	A
USGS	12091500	1939-01-14	104	A
USGS	12091500	1939-01-15	107	A
USGS	12091500	1939-01-16	107	A
USGS	12091500	1939-01-17	111	A
USGS	12091500	1939-01-18	115	A
USGS	12091500	1939-01-19	120	A
USGS	12091500	1939-01-20	118	A
USGS	12091500	1939-01-21	117	A
USGS	12091500	1939-01-22	117	A
USGS	12091500	1939-01-23	118	A
USGS	12091500	1939-01-24	126	A
USGS	12091500	1939-01-25	124	A
USGS	12091500	1939-01-26	124	A
USGS	12091500	1939-01-27	128	A
USGS	12091500	1939-01-28	126	A
USGS	12091500	1939-01-29	131	A
USGS	12091500	1939-01-30	131	A
USGS	12091500	1939-01-31	128	A
USGS	12091500	1939-02-01	128	A
USGS	12091500	1939-02-02	133	A
USGS	12091500	1939-02-03	135	A
USGS	12091500	1939-02-04	135	A
USGS	12091500	1939-02-05	137	A
USGS	12091500	1939-02-06	152	A
USGS	12091500	1939-02-07	146	A
USGS	12091500	1939-02-08	143	A
USGS	12091500	1939-02-09	143	A
USGS	12091500	1939-02-10	143	A
USGS	12091500	1939-02-11	159	A
USGS	12091500	1939-02-12	195	A
USGS	12091500	1939-02-13	180	A
USGS	12091500	1939-02-14	220	A
USGS	12091500	1939-02-15	250	A
USGS	12091500	1939-02-16	240	A
USGS	12091500	1939-02-17	230	A
USGS	12091500	1939-02-18	220	A
USGS	12091500	1939-02-19	210	A
USGS	12091500	1939-02-20	210	A
USGS	12091500	1939-02-21	200	A
USGS	12091500	1939-02-22	200	A
USGS	12091500	1939-02-23	200	A
USGS	12091500	1939-02-24	200	A
USGS	12091500	1939-02-25	200	A
USGS	12091500	1939-02-26	200	A
USGS	12091500	1939-02-27	200	A
USGS	12091500	1939-02-28	200	A
USGS	12091500	1939-03-01	200	A
USGS	12091500	1939-03-02	200	A
USGS	12091500	1939-03-03	200	A
USGS	12091500	1939-03-04	200	A
USGS	12091500	1939-03-05	200	A
USGS	12091500	1939-03-06	200	A
USGS	12091500	1939-03-07	200	A
USGS	12091500	1939-03-08	200	A
USGS	12091500	1939-03-09	198	A
USGS	12091500	1939-03-10	192	A
USGS	12091500	1939-03-11	195	A
USGS	12091500	1939-03-12	218	A
USGS	12091500	1939-03-13	208	A
USGS	12091500	1939-03-14	198	A
USGS	12091500	1939-03-15	202	A
USGS	12091500	1939-03-16	205	A
USGS	12091500	1939-03-17	200	A
USGS	12091500	1939-03-18	200	A
USGS	12091500	1939-03-19	198	A
USGS	12091500	1939-03-20	195	A
USGS	12091500	1939-03-21	195	A
USGS	12091500	1939-03-22	192	A
USGS	12091500	1939-03-23	188	A
USGS	12091500	1939-03-24	185	A
USGS	12091500	1939-03-25	183	A
USGS	12091500	1939-03-26	180	A
USGS	12091500	1939-03-27	178	A
USGS	12091500	1939-03-28	175	A
USGS	12091500	1939-03-29	173	A
USGS	12091500	1939-03-30	171	A
USGS	12091500	1939-03-31	169	A
USGS	12091500	1939-04-01	167	A
USGS	12091500	1939-04-02	165	A
USGS	12091500	1939-04-03	162	A
USGS	12091500	1939-04-04	160	A
USGS	12091500	1939-04-05	158	A
USGS	12091500	1939-04-06	156	A
USGS	12091500	1939-04-07	154	A
USGS	12091500	1939-04-08	152	A
USGS	12091500	1939-04-09	148	A
USGS	12091500	1939-04-10	146	A
USGS	12091500	1939-04-11	143	A
USGS	12091500	1939-04-12	141	A
USGS	12091500	1939-04-13	139	A
USGS	12091500	1939-04-14	137	A
USGS	12091500	1939-04-15	135	A
USGS	12091500	1939-04-16	133	A
USGS	12091500	1939-04-17	131	A
USGS	12091500	1939-04-18	128	A
USGS	12091500	1939-04-19	126	A
USGS	12091500	1939-04-20	126	A
USGS	12091500	1939-04-21	126	A
USGS	12091500	1939-04-22	124	A
USGS	12091500	1939-04-23	122	A
USGS	12091500	1939-04-24	121	A
USGS	12091500	1939-04-25	120	A
USGS	12091500	1939-04-26	119	A
USGS	12091500	1939-04-27	118	A
USGS	12091500	1939-04-28	117	A
USGS	12091500	1939-04-29	116	A
USGS	12091500	1939-04-30	114	A
USGS	12091500	1939-05-01	113	A
USGS	12091500	1939-05-02	112	A
USGS	12091500	1939-05-03	111	A
USGS	12091500	1939-05-04	110	A
USGS	12091500	1939-05-05	109	A
USGS	12091500	1939-05-06	109	A
USGS	12091500	1939-05-07	111	A
USGS	12091500	1939-05-08	109	A
USGS	12091500	1939-05-09	111	A
USGS	12091500	1939-05-10	107	A
USGS	12091500	1939-05-11	107	A
USGS	12091500	1939-05-12	105	A
USGS	12091500	1939-05-13	104	A
USGS	12091500	1939-05-14	102	A
USGS	12091500	1939-05-15	100	A
